,FullRawTextPCM,FullRawText,Arg1_RawText,Arg2_RawText,arg1_rawTextPCM_alignment,arg2_raw_textPCM_alignment,connective_rawTextPCM_alignment
31721,"But e dey do like liquid when you shake am
",but it behaves like liquid when you shake it,but it behaves like liquid,you shake it,But e dey do like liquid,you shake am,when
31724,"Landfill na wetin person fit do if e neatly arrange am
",Landfill can be done if it's properly compacted,Landfill can be done,it's properly compacted,Landfill fit person do,e neatly neatly arrange,if
31732,"Wahala o, we know sey e dey dere.
",It's a danger. We know it's there,It's a danger,We know it's there,"Wahala o, e dere.",we know sey dey dere.,
31817,"Dem go need to settle the matter before dem go judge am if na to remove the matter
",that must be settled judicially if it is to cohere,that must be settled judicially,it is to cohere,Dem need to settle the matter,the go to remove matter,if
31915,"Stock price come down small as e dey sell
",Stock prices rose slightly as trading slowed,Stock prices rose slightly,trading slowed,Stock price come down,e small sell,as
32000,": We dey sopraiz for di ting wey e do so fast, fast, fast, no be small!
","We're shocked by it, because it's worked so fast",We're shocked by it,it's worked so fast,"We dey sopraiz fast, for : fast,","wey do be small! so fast,",e
32006,": The price of di medicine when e reach market
",the cost of the drug when it reaches the market,the cost of the drug,it reaches the market,: price of di medicine,e reach The market,when
32035,"We dey face wahala when some things like Hugo and im family scatter our property.
",we face when dealing with disasters such as Hugo,we face,dealing with disasters such as Hugo,We face,scatter some things property. like and Hugo,when
32043,"Oga Laband suppose dey careful since e dey stay for South Carolina
","Mr. Laband should beware, since he lives in South Carolina",Mr. Laband should beware,he lives in South Carolina,Oga Laband suppose suppose careful,e stay for South Carolina,since
32177,"12 to vex for sex wey no clean for God eye 12
",to veto reconciliation unless capital gains was appended,to veto reconciliation,capital gains was appended,to vex vex for sex,God wey for wey clean eye,no
32235,"Oga Sherry no gree comment when dem ask am about di sales matter
",Mr. Sherry declined to comment when asked about the sales,Mr. Sherry declined to comment,asked about the sales,Oga Sherry no gree comment,ask about di sales,when
32284,"Di time wey dem plan to do am no get problem at all. Arab people don first try to embarrass demsef before
",The timing was perfect. The Arabs had tried embargos before,The timing was perfect,The Arabs had tried embargos before,wey time plan get problem all.,embarrass Arab people first try demsef before,
32294,"One oil wey dem dey send go, nobody fit tell im source.
","once oil is shipped, no one can tell its source",no one can tell its source,oil is shipped,nobody nobody fit tell im source.,"oil dem send go,",One
32298,"Shortage, and Crisis don begin to buzz o, but no be as e suppose be.
","Shortage"" and ""crisis"" became buzz words, although neither really applied","Shortage"" and ""crisis"" became buzz words",neither really applied,"Shortage, and Crisis don to begin buzz o,",no suppose be.,but
32328,"remain until credit union dey strong
",to remain until the bank was in a healthy position,to remain,the bank was in a healthy position,remain,credit union dey dey strong,until
32405,"‘ Save the Seer and Make Washington Scream!
","Save the sequester, and let Washington scream",Save the sequester,let Washington scream,Save the ‘ Seer,Make Washington Scream!,and
32421,": People dey place small bet, no be big buy now.
",People are placing small bets. There's no huge buying,People are placing small bets,There's no huge buying,"People dey place small : bet, now.","dey bet, be no big buy now.",
32436,": Na nervous market o, na di whole place o.
",It's a nervous market. It was all over the place,It's a nervous market,It was all over the place,": o, Na nervous market o.","o. o, na whole di place",
32438,"If you buy, you wish sey you no get.
","If you bought, you wish you hadn't",you wish you hadn't,you bought,you wish you sey no get.,"you buy,",If
32440,": and if you sell, you wish sey you never sell!
","and if you sold, you wish you hadn't",and you wish you hadn't,you sold,Text Not Found,"you sell,",if
32487,"You dey buy only when the chest of wood dey on fire?
",you only buy when the nearby woods are on fire,you only buy,the nearby woods are on fire,You only buy,the chest of wood dey on fire?,when
32506,"wey dem go get before February option go expire
",which would be received before the February option expires,which would be received,the February option expires,wey dem go get,wey February option go expire,before
32516,"But when index option dey free, e get some disadvantage
","But while index options are convenient, they have several disadvantages",But they have several disadvantages,index options are convenient,Text Not Found,"index option dey dey free,",when
32558,": We don dey since di dollar come out for 1987
",we've had since the dollar troughed out in 1987,we've had,the dollar troughed out in 1987,We don dey :,di dollar dey come out for 1987,since
32772,": If e enter trobol when stock no dey again
",if a raider takes over when the stock is weak,if a raider takes over,the stock is weak,If e trobol enter :,no stock dey again,when
32830,"You don lose am before you begin.
",you've lost it before you've begun,you've lost it,you've begun,You don lose am,you begin. begin.,before
32858,"The customer go do wetin e want if e weak. Ignore wetin dey happen now
",The customer will react to strength. Ignore the present condition,The customer will react to strength,Ignore the present condition,The customer go wetin want do weak.,Ignore wetin happen now,
32859,"Ignore na wetin dey happen now o, show sey na business o!
",Ignore the present condition. Show it's business as usual,Ignore the present condition,Show it's business as usual,"Ignore na now wetin o,",show dey happen na business o! o!,
32875,"But all of dem con dey sopraiz as dem see wetin dey happen.
","but ""those allies became skeptical as they saw the downtrend","but ""those allies became skeptical",they saw the downtrend,But of dem con happen. all sopraiz,dem see dey wetin happen.,as
32893,": E dey hard o when person no fit waka.
",It's a tough thing when you can't,It's a tough thing,you can't,E dey waka. o dey hard fit,person no waka.,when
32896,": If people fall for ground, dem stop to dey sell.
","if people get down in the dumps, they stop selling",they stop selling,people get down in the dumps,dem stop sell.,"people fall ground, for to ground, dey",If
33018,"dey park im motor for up while e dey pursue story
",for parking his car while chasing a story,for parking his car,chasing a story,for park im motor,dey pursue up story,while
33085,"Noriega manage di whole tin, fine well, well.
",Noriega managed the whole thing. He was superb,Noriega managed the whole thing,He was superb,"Noriega manage di whole tin, well.","tin, fine well, well.",
33229,"After we don get power small, when we start to dey do business
",After gaining strength during a brief run-up when trading began,After gaining strength during a brief run-up,trading began,"After get power small, we small, we to do",business start,when
33418,": to appear before the House Committee if necessary
","to appear before the House committee, if necessary",to appear before the House committee,necessary,to appear before the House : Committee,necessary,if
33458,"Pay tax wey pass wetin dem dey pay
",paid if it exceeds tax figured the regular way,paid,it exceeds tax figured the regular way,pay,pass wey tax wetin dem dey dey,Pay
33595,"Step up and down for the plate
",Step up to the plate and take the big swing,Step up to the plate,take the big swing,Step up for the plate,down,and
33677,"Another government come join hand again with one mind.
",a similar coalition took power and then disintegrated,a similar coalition took power,and disintegrated,Another again government come hand,Text Not Found,one
33699,"When some part for the tanker dey stabilize, wetin come happen?
","When stocks stabilized, that was a disappointment",that was a disappointment,stocks stabilized,wetin come some part the happen?,"tanker stabilize,",When
33791,"Market people dey see dem as normal thing because dem get big head or dem dey fall inside water
",Markets usually get noticed because they soar or plunge,Markets usually get noticed,they soar or plunge,Market people dey get see thing,dem head fall or inside water,because
33802,"When dem buy gold after stock market crash
",when they bought gold after the stock market crashed,when they bought gold,the stock market crashed,When dem buy gold,stock market crash,after
33803,"And after, dem come lose the gold price.
",and ended up losing money because gold prices subsequently fell,and ended up losing money,gold prices subsequently fell,"And after, come lose the",gold price. dem price.,"after,"
33814,"Person fit let price come down well well before e sell
",letting prices rise as much as possible before selling,letting prices rise as much as possible,selling,Person let price come down well well fit,sell,before
33825,"Fuel price too much o! November gas price drop small o.
",Heating oil prices also rose. November gasoline slipped slightly,Heating oil prices also rose,November gasoline slipped slightly,o! Fuel price too much o.,November gas price drop o. small,
33842,"Corn price come down small, but wheat price come down small
",Corn futures prices rose slightly while wheat prices settled mixed,Corn futures prices rose slightly,wheat prices settled mixed,"Corn small, price come down",wheat price come small,but
33858,"Dat one no fine, no be all fat.
",That's not fair; they're not all fat,That's not fair,they're not all fat,"Dat one no fine,",be fat. no all fat.,
33906,"De say na Soviets' Vietnam, Kabul regime go fall.
","It was ""the Soviets' Vietnam."" The Kabul regime would fall","It was ""the Soviets' Vietnam",The Kabul regime would fall,"De say na Soviets' Vietnam, fall.","Vietnam, Kabul regime go fall.",
33963,": how much we dey send am or when e go come
",how much is being sent or when it will arrive,how much is being sent,when it will arrive,how much we dey send,when e go come,or
33983,"and we dey go as e dey worse
",and we're going to as it gets worse,and we're going to,it gets worse,and we dey go dey,e dey worse,as
33986,"You no like to do am because im na your papa.
",You hate to do it because he's your father,You hate to do it,he's your father,You no like to do am,im na papa. your papa.,because
34106,": e add anoda 5% Monday before stocks come together.
",It added another 5% Monday before stocks rallied,It added another 5% Monday,stocks rallied,e add anoda 5% Monday,stocks come together.,before
34111,"We go sell future market when stock price drop
",by selling futures when stock prices dropped,by selling futures,stock prices dropped,We sell future market,stock price drop,when
34131,"When di deal enter trouble, stock tumble
","When the deal ran into trouble, the stock tumbled",the stock tumbled,the deal ran into trouble,stock tumble,"di deal enter trouble,",When
34139,"dan sey di stock market weak.
",than it was when the stock market was lower,than it was,the stock market was lower,dan sey sey,di stock market weak.,weak.
34193,"and if na so e go bi, na wish pesin e go bi?
","and, if so, to whom",and to whom,so,Text Not Found,"so bi,",if
34194,"and if e dey happen like dat, how?
","and if so, how",and how,so,Text Not Found,"dat,",if
34341,"Sey IMF dey do central planning dey support different - different government
",that the IMF practices central planning while supporting ineffective governments,that the IMF practices central planning,supporting ineffective governments,Sey Sey IMF do central planning,support dey different - different government,dey
34436,"to repay debt wey dey their hand now and to finance capital spending
",to repay existing short-term debt and to finance capital spending,to repay existing short-term debt,to finance capital spending,to repay their dey hand now debt,to finance capital spending,and
34516,"Ehn na before na im Ford just move come out.
","Of course, that was before Ford's latest move","Of course, that was",Ford's latest move,Ehn Ehn out. out. na,im Ford just come move,before
34620,"Press one if you dey pregnant
",Press one if you're pregnant,Press one,you're pregnant,Press one,you dey pregnant,if
34738,"and play. Either person like am, or e no like am.
",And plays. Either one likes it or one doesn't,And plays,Either one likes it or one doesn't,and play.,"Either person like like am, or am. am, no am.",
34739,"Either person like am, or person no like am.
",Either one likes it or one doesn't,Either one likes it,one doesn't,"Either person like like am,",person no am.,or
34748,": no get how e take dey rhyme (dat is, rhythm)
",unvaryingly rhythmic (therefore soporific,unvaryingly rhythmic,soporific,: get dey rhyme rhythm),"take rhyme is, rhythm)","(dat is,"
34749,"and dem nor dey karry body up, but dem dey karry body up (weda na fine cloth or cloth wey dem dey wear for body).
",and unflaggingly harmonious but unmelodic (therefore both pretty and unconventional,and unflaggingly harmonious but unmelodic,both pretty and unconventional,"and nor dey karry cloth karry up, cloth but up, karry up",(weda fine or cloth wear body).,dem (weda
34771,"Music start to dey play, den e go dey soft.
","First the music is loud, then it becomes soft",First the music is loud,it becomes soft,"start to Music dey dey play,",e go soft.,den
34893,"But oders say pico should proceed.
",But others said pico should proceed. Both were right,But others said pico should proceed,Both were right,But oders say pico should proceed.,oders,
34932,"Now im ghost no go leave am until di ting don done.
",Now his ghost won't let up till it's done,Now his ghost won't let up,it's done,Now im ghost no go don leave am,di ting done. done.,until
34983,"Marshall ghost don do now, but e go come back.
","Marshall's ghost is satisfied for now, but he'll be back",Marshall's ghost is satisfied for now,he'll be back,"Marshall back. ghost don do now,",e go come back.,but
35088,"Dem dey sleep and each oda dey buy Monet.
",They were a sleeper. Everybody was out buying Monets,They were a sleeper,Everybody was out buying Monets,Dem dey dey sleep and,each dey dey oda buy Monet.,
35093,"Dat one no be 51% and di claim no be documented.
","That isn't 51%, and the claim isn't documented",That isn't 51%,the claim isn't documented,Dat one no be 51% documented.,di claim no be documented.,and
35117,"And by's no gree do am o, e dey protect imself
",and {Sotheby's} wouldn't do it. They were protecting his interests,and {Sotheby's} wouldn't do it,They were protecting his interests,"And by's gree am by's no dey do o,",e dey protect imself imself,
35340,": to stop to sell before closing
",to void orders before the close of trading,to void orders,the close of trading,to stop :,closing to sell,before
35386,"And dem dey feel sey dem no suppose to go outside, we feel sey dem suppose to go inside.
",and felt they shouldn't go public; we felt they should,and felt they shouldn't go public,we felt they should,"And feel to no suppose to suppose go outside,",we feel go inside.,
35470,"I trust the sense wey im oga get to help me.
",I trusted. I trusted in his lordship's wisdom,I trusted,I trusted in his lordship's wisdom,I get help me.,me. trust to im oga the wey oga sense,
35473,"12Si as pipol dey trobol savant wey get love well-well.12
",The loyal servant has come full circle. What is greatness,The loyal servant has come full circle,What is greatness,as pipol savant wey get pipol well-well.12,12Si well-well.12 love well-well.12,
35491,"De dey look di same person, dem dey very friendly.
",They look the same. They're very friendly,They look the same,They're very friendly,De look di same friendly.,"dey person, dey very friendly.",
35585,"You fit see something, di chances dey low.
","You might find something, but the chances are low",You might find something,the chances are low,"You fit see something,",di chances dey low.,low.
35712,"And even though people wey dey work dey pay di bill, people wey dey work, dey grumble.
","And even though employees paid the bill, taxpayers grumbled",And taxpayers grumbled,employees paid the bill,Text Not Found,"people pay di bill,",even though
35714,"Last month, di kworel wey dem dey face for dia body come strong well well and di massage come stop.
","Last month, the complaints intensified and the massages ended","Last month, the complaints intensified",the massages ended,"Last month, di kworel come strong well",di massage stop.,and
35739,": to continue to wear the cloth and to dey remind people of theirself
",to keep the clothes on and to keep people seated,to keep the clothes on,to keep people seated,to wear the cloth cloth,to remind people cloth theirself,and
35911,"to let market people know before dem sell any of our property
",to notify the market before selling any shares,to notify the market,selling any shares,to let know people market,sell any property,before
35913,"E no sell before e announce for market.
",he didn't sell before his announcement reached the market,he didn't sell,his announcement reached the market,E no market. sell,e announce announce for market.,before
35973,"But decide not to wen market go reopen yesterday
",but decided not to when the market recovered yesterday,but decided not to,the market recovered yesterday,But decide not to,go market reopen yesterday,wen
35991,": tape one commercial after market close
",to tape a commercial after the market closed,to tape a commercial,the market closed,: tape one commercial,market close,after
36056,"When you go groove, you go see ball very, very well.
","When you're in the groove, you see every ball tremendously",you see every ball tremendously,you're in the groove,"you see well. ball very, very well.","you go go very, groove,",When
36098,"I dey see problem o, but I no dey see panic.
","I see concern, but I don't see any panic",I see concern,I don't see any panic,"I see problem o,",I no dey see panic. panic.,but
36107,"Because Tokyo no collapse, moh we pick up small stock.
","Because Tokyo didn't collapse, let's pick up a little stock",let's pick up a little stock,Tokyo didn't collapse,moh we pick up stock. small stock.,"Tokyo no collapse,",Because
36123,"Oya, at least 10% if you fit calculate your index.
",off at least 10% if you could calculate the index,off at least 10%,you could calculate the index,"Oya, at least 10%",you fit calculate your index.,if
36134,"London Market room na one of the biggest building wey dem build for London
","As Wall Street strengthened, the London trading room went wild",the London trading room went wild,Wall Street strengthened,the London Market room na wey,London building biggest build for,one
36180,"This one close before the New York Exchange start
",which closed before the New York exchanges opened,which closed,the New York exchanges opened,This close,the New York one Exchange start,before
36205,"to see wetin go happen for New York before acting
",to see what would happen in New York before acting,to see what would happen in New York,acting,to see wetin go happen for New York,acting,before
36236,"After market close
",Results were released after the market closed,Results were released,the market closed,ALIGNMENT Error,market close,After
36270,": When we dey do work, make we no dey do wetin we talk
","When duty calls, to pay no heed",to pay no heed,duty calls,do make no dey talk,"we work,",When
36304,"Na better news be dat because all of us dey swim for dis water.
","That's good news, because we all swim in this water",That's good news,we all swim in this water,be dat dey better news water.,us all swim for dis water.,because
36325,"When market stop to dey sell dat market, di price come reduce well well
","As liquidity on that market weakened, prices fell sharply",prices fell sharply,liquidity on that market weakened,price come well well,"market sell to dat market, stop market, reduce",When
36355,"where money no dey and where union dey weak.
",where wages are low and unions are weaker,where wages are low,unions are weaker,where money dey no dey,union dey weak.,and
36377,"APOSTLE PAUL, APOSTLE PAUL, APOSTLE PAUL, APOSTLE PAUL,
","HOME-SALE LOSSES rise, but they're often covered by employers",HOME-SALE LOSSES rise,they're often covered by employers,"APOSTLE PAUL, APOSTLE APOSTLE PAUL, APOSTLE PAUL, PAUL, PAUL,","APOSTLE APOSTLE APOSTLE PAUL, PAUL, APOSTLE PAUL,",APOSTLE
36411,": who want make people dey see, but dem no want make advert dey show.
",who want exposure yet shun pushy ads,who want exposure,shun pushy ads,who want people,make show. dey advert show.,but
36635,"War wey go happen wen dem won kill pesin, dey der too.
","First, there was a death watch. Then exhilaration","First, there was a death watch",exhilaration,"War pesin, wey wen go kill pesin, too.","pesin, dey",happen
36645,"Overall, dis na correct rally, but na very select.
","Overall, ""this is a pleasant rally but it's very selective","Overall, ""this is a pleasant rally",it's very selective,"Overall, dis rally, na correct rally,",na very select.,but
36680,"The way dem take open am dey correct.
",the opening was constructive. It was orderly,the opening was constructive,It was orderly,The open take way correct.,dem am dey,
36681,"Di kommandment na awa own. Wi don gada awa kommand togeda.
",It was orderly. We put some orders together,It was orderly,We put some orders together,Di own. kommandment own.,Wi don gada kommand togeda.,
36716,"Three brodas wey dey sell two business after dem talk sey dem dey sell
",Shares of three brokerage firms rose after they reported earnings,Shares of three brokerage firms rose,they reported earnings,brodas sey two Three brodas wey business sell,dem talk dem sell,after
36800,"But dem change am to person wey know where e suppose do reach as stock dey change
",but staged a modest comeback as stock prices firmed,but staged a modest comeback,stock prices firmed,But change to person reach,stock dey dey change,as
36811,"Bond price come down as stock market don dey get power again
",bonds prices fell as the stock market regained strength,bonds prices fell,the stock market regained strength,Bond price down,power stock market come don get again,as
36885,"You sabi picture wey black and white people dey snap?
","If you guessed black-and-white snapshots, you're right",you're right,you guessed black-and-white snapshots,wey dey,You sabi wey black and white people dey snap?,picture
36965,"Di one wey e also do na last Friday wen stock market close.
","It also rose last Friday, while the stock market sagged",It also rose last Friday,the stock market sagged,e also do last wey Friday,wen stock market close.,Di
36990,"When bond price come dey higher, and Treasury bill come dey reduce
",while bond prices plummeted and Treasury bill rates soared,while bond prices plummeted,Treasury bill rates soared,"When bond price come higher,",Treasury bill come dey reduce,and
36993,"Junk bond still come back small, even though sey the business no too dey move
","Junk bonds also recovered somewhat, though trading remained stalled",Junk bonds also recovered somewhat,trading remained stalled,"Junk bond still come small,",business the dey move,though
37053,"Rise early for di day as di currency come down
",rising early in the day as the currency fell,rising early in the day,the currency fell,Rise early for di day,di currency down,as
37064,"Temptashon dey first fall and later rise
",first falling and then later rising,first falling,and later rising,first fall,Text Not Found,Temptashon
37065,"Temptashon dey first fall and later rise
",first falling and then later rising,first falling,and then rising,first fall,Text Not Found,later
37073,"But after we recover, as stock market come dey strengthen.
","but recovering later, as the stock market strengthened",but recovering later,the stock market strengthened,"But recover, strengthen. after recover,",we stock market strengthen.,as
37079,"rish and gold price come increase as stock market dey fall
",and gold prices surged as the stock market fell,and gold prices surged,the stock market fell,and gold price come increase,dey stock market fall,as
37107,"E never too tey wey we start to dey find copper as part of our plate wey dem take dey make copper
",which recently began seeking copper elsewhere as its inventories shrank,which recently began seeking copper elsewhere,its inventories shrank,we never start find copper copper,our plate dey wey make,as
37241,"I dey see problem o, but I no dey see panic
","I see concern, but I don't see panic",I see concern,I don't see panic,"I see problem o,",I no dey see panic,but
37286,"APOSTLE PAUL come do as institution resume to dey buy
",and then steamed forward as institutions resumed buying,and then steamed forward,institutions resumed buying,APOSTLE come APOSTLE PAUL do,institution resume dey buy,as
37296,"You dey inside roller coaster wey may be last.
","You're on a roller coaster, and that may last",You're on a roller coaster,that may last,You dey inside be roller coaster last.,wey may last.,wey
37303,"APOSTLE PAUL, APOSTLE PAUL, APOSTLE PAUL, APOSTLE PAUL,
",EAST GERMANS RALLIED as officials reportedly sought Honecker's ouster,EAST GERMANS RALLIED,officials reportedly sought Honecker's ouster,"APOSTLE APOSTLE APOSTLE APOSTLE PAUL, PAUL,","PAUL, PAUL, PAUL, APOSTLE PAUL, PAUL,","PAUL,"
37379,"Governing Body dey talk sey na dem dey give people wey dey direct wetin dem go do
",that rewards managers who produce and where decision-making is shared,that rewards managers who produce,where decision-making is shared,talk dey give people Body direct,wetin Governing dem go do,sey
37407,"Sey one takeover go succeed and UAL increase.
",that a takeover would succeed and UAL stock would rise,that a takeover would succeed,UAL stock would rise,Sey one takeover go succeed,UAL increase. Sey increase.,and
37463,"We go buy future when price come down
",by buying futures when futures prices fall,by buying futures,futures prices fall,We go buy future,come price down,when
37504,"Dis one na ogbonge deal now, people no dey panic, dem no dey panic.
",This feels more like a one-shot deal. People aren't panicking,This feels more like a one-shot deal,People aren't panicking,"now, Dis panic. panic, panic. one ogbonge dey deal panic.","people no dey no panic,",
37549,"If all of dem bully me, I go vex well, well.
","If they all were bullish, I'd really be upset",I'd really be upset,they all were bullish,"I go well. well, vex well.","of all bully bully me, vex",If
37573,"De know wetin de want before de come back
",they know what they want before they come back,they know what they want,they come back,De know wetin de want,de come back,before
37593,"Project na big one o, dem fit be C$1 billion plus
",The projects are big. They can be C$1 billion plus,The projects are big,They can be C$1 billion plus,"na Project one big o,",dem fit be C$1 billion plus,
37624,"But naw, si as e dey sell nose and silva dey grow well-well.
",But now prices have nose-dived and Quantum's profit is plummeting,But now prices have nose-dived,Quantum's profit is plummeting,"But naw, si dey naw, nose well-well.",silva dey sell dey grow well-well.,and
37653,"Some go say October, some go say November.
",Some say October. Some say November,Some say October,Some say November,"Some say October,",some say November.,
37654,"Some dey call November, I dey call 1992.
",Some say November. I say 1992,Some say November,I say 1992,"Some call November,",I call 1992.,
37668,"Two people die and six remain for hospital
",Two workers died and six remain in the hospital,Two workers died,six remain in the hospital,Two people die,six remain for hospital,and
37750,"Where dem dey sell tins put, na im big pass o!
","When shelf space was cheap, bigger was better",bigger was better,shelf space was cheap,big im pass,"dem sell tins tins dey put,",Where
37854,"Dem no see di suit sotey dem no fit comment.
",they hadn't seen the suit and thus couldn't comment,they hadn't seen the suit,and couldn't comment,Dem no comment. see di suit,Text Not Found,sotey
37965,": Total advertising linage dey sell small small as per admonition increase.
","Total advertising linage was ""modestly"" lower as classified-ad volume increased","Total advertising linage was ""modestly"" lower",classified-ad volume increased,Total advertising linage : dey sell small as small,admonition increase. increase.,:
38184,": to change the question wey dey important pass and to think about wetin come out
",to reconsider the fundamental questions and to rethink the result,to reconsider the fundamental questions,to rethink the result,to : change think the important question,to about wetin out come pass,and
38261,"People wey dey listen to wetin dey happen for news wey dey break
",Although viewership soars when big news breaks,Although viewership soars,big news breaks,to People wey listen happen,wetin news break,for
38308,"CNN na my wire service, dem dey on top everyting.
",CNN is my wire service; they're on top of everything,CNN is my wire service,they're on top of everything,"CNN na my wire service,",dem dey on top everyting. everyting.,
38369,"Energy price come down small small for di summer
",as energy prices jumped after tumbling through the summer,as energy prices jumped,tumbling through the summer,Energy price come down,small for di summer,small
38371,"We release this one before the stock market open
",which was released before the stock market opened,which was released,the stock market opened,this one release,the stock market open,before
38396,"dey come as dem dey introduce deir 1990 model
",coming as dealers introduced their 1990 models,coming,dealers introduced their 1990 models,come,dem dey introduce deir 1990 model,as
38401,"Food price come decrease wen you climb 0.3% for August
","Food prices declined 0.6%, after climbing 0.3% in August",Food prices declined 0.6%,climbing 0.3% in August,Food price come decrease wen,climb 0.3% for August,you
38406,"When dem dey sell our building materials, e fall wey be 1.8% after we climb wey be 1.7%
",while sales of building materials fell 1.8% after rising 1.7%,while sales of building materials fell 1.8%,rising 1.7%,"When sell our building materials, be 1.8%",climb 1.7%,after
38600,"As people dey plenty more more, many of dem wey their husband don die.
","As people get even older, many become widowed",many become widowed,people get even older,many die. husband die.,"people dey plenty more,",As
38622,"About 54% na women and 44% na part time student
","About 54% are women, and 44% are part-time students",About 54% are women,44% are part-time students,About 54% na women,44% na part time student,and
38624,": and dat rhyme with P and that one wey stand near pool
",and that rhymes with P and that stands for pool,and that rhymes with P,that stands for pool,and dat rhyme with P,that stand near pool,and
38732,"But dem cut am comot because e lost money
",but was cut out because it lost money,but was cut out,it lost money,But dem cut comot,e lost money,because
38736,"We just dey look o, we just dey look o, things just don go far.
",We're looking like idiots. Things had just gone too far,We're looking like idiots,Things had just gone too far,"We just dey look o, dey o, far.",things just just go look far.,
38753,": No unemployment insurance come dey until I see work do.
",My unemployment insurance ran out before I found a job,My unemployment insurance ran out,I found a job,No unemployment insurance come dey,I see do. work,until
38755,": If you just die, no worry.
",if you're getting laid off don't worry,don't worry,you're getting laid off,: no worry. worry.,"you just die, die,",If
38757,": and if you no get work, na seller market.
","and if you're unemployed, it's a seller's market",and it's a seller's market,you're unemployed,Text Not Found,"you get no work,",if
38770,"wetin dey happen next and wetin investors suppose do
",what happens next and what investors should do,what happens next,what investors should do,wetin happen next,wetin investors suppose do,and
38774,"If you be technician, you dey do wetin dey give am.
","If you're a technician, you obey the signals",you obey the signals,you're a technician,you dey give am. wetin,"you be dey do technician,",If
38829,"This market na 35% since President Bush take office
",The market was up 35% since {President} Bush took office,The market was up 35%,{President} Bush took office,This market na 35%,President Bush take office,since
38844,"If not, we go fit go 2200 very soon.
","If not, ""We could go to 2200 very soon",We could go to 2200 very soon,not,we soon. go go fit 2200 very soon.,"not,",If
38857,": Apparently, deir verdict dey in, right now de dey pursue evidence.
","Apparently, their verdict is in. Right now they're pursuing evidence","Apparently, their verdict is in",Right now they're pursuing evidence,"Apparently, deir verdict in, in, evidence.",right now de dey deir dey pursue evidence.,
38869,"This one happen for the time wey Brother Pierce dey write HUD
",that took place while Mr. Pierce was secretary of HUD,that took place,Mr. Pierce was secretary of HUD,This one happen,wey Brother Pierce dey write the HUD,for
38875,"When dis kind slapping no dey happen now, we don get problem.
",when such slapping doesn't occur that we've got trouble,that we've got trouble,such slapping doesn't occur,"now, kind we don get problem.","dis slapping no dey now, happen",When
38904,"As stock price come dey go up, come dey increase, come dey do business pass before.
",as stock prices plummeted and trading activity escalated,as stock prices plummeted,trading activity escalated,"As stock price come go up,","business pass increase, before.","up,"
38917,"We go dey do wetin go show sey we dey always buy and sell when we get problem
",to maintain orderly trading when imbalances occur,to maintain orderly trading,imbalances occur,We buy always and sell,show we problem get,when
38921,"When dem dey sell, the price come dey go up and down well well
","When selling is so frenzied, prices fall steeply and fast",prices fall steeply and fast,selling is so frenzied,price go up down and well,"sell, the well dem dey sell, come",When
38967,"Dem talk sey dem no go leave stocks unless sey weather pass as e suppose be
",that they won't abandon stocks unless conditions get far worse,that they won't abandon stocks,conditions get far worse,dem talk no go suppose leave stocks,weather pass suppose be,unless
38970,"Invest di rest if di market weaken.
",to invest the rest if the market weakens further,to invest the rest,the market weakens further,weaken. Invest di rest,di market weaken.,if
38990,": E fit happen before you fit waka
",It can happen before you can turn around,It can happen,you can turn around,E fit happen,you fit waka waka,before
39022,"I go like see dat initiative, and I never see am.
","I'd like to see that initiative, and I haven't",I'd like to see that initiative,I haven't,"I go like am. see dat initiative,",I never see am.,and
39070,"If I sell now, I go take big loss.
","If I sell now, I'll take a big loss",I'll take a big loss,I sell now,I go take loss. big loss.,"I sell now,",If
39089,"Sey market dey rise, but foundation no dey.
","that the market rises ""but there's no foundation to it",that the market rises,there's no foundation to it,"Sey Sey market rise,",dey dey. no foundation dey. dey.,"rise, but"
39100,"To buy now wen di wahala wey dey make person vex,
","to buy in ""when the panic wears off",to buy in,the panic wears off,To buy di,"person wahala vex, wey make vex,","now vex,"
39117,"Dem bite am tey tey and e dey hard am to bear.
","When it comes to money: Once bitten, 2,000 times shy","Once bitten, 2,000 times shy",it comes to money,tey bite and tey dey hard am tey,e am to bear.,Dem
39118,"Dem bite am once, and e shy reach 2,000 times
","Once bitten, 2,000 times shy","2,000 times shy",bitten,"2,000 times shy","bite once,","once,"
39230,"When e dey down, by all tradition, economy follow.
","When it went down, by all tradition, the economy followed","by all tradition, the economy followed",it went down,"by all tradition, follow. economy follow.","e dey down,",When
39242,"Growth no easy at all and the person wey get am no dey waste im time
",Growth is slower. Profits are softer,Growth is slower,Profits are softer,Growth no easy all and,waste time the get dey,
39243,"No hurry o, no hurry o, no wahala o, no wahala o!
",Growth is slower. Profits are softer. Debt burdens are heavier,Growth is slower.Profits are softer,Debt burdens are heavier,Text Not Found,wahala hurry wahala o! no wahala o!,
39278,"Make una add join am small, small, and e go increase.
","multiply that a few times over, though, and it will","multiply that a few times over, though",it will,"Make join una am small, small, increase. small,",e go,and
39341,"But dollar weak Friday as stocks plup up
",but the dollar weakened Friday as stocks plummeted,but the dollar weakened Friday,stocks plummeted,But dollar weak Friday,stocks plup up,as
39355,"Governing Body dey give same notice to people wey dey work for dem before dem waka comot
",that all employees give  Similar notice before they quit,that all employees give Similar notice,they quit,Text Not Found,work,dem
39386,": to clean or repair am
",to clean or repair it,to clean,repair it,to clean,repair am,or
