filename,set,reltype,connspan,conn_raw,conn_uttid,x2,x3,conn1,conn2,rs1,rs2,x5,x6,x7,arg1raw,arg1span,arg1_uttid,x9,x10,x11,arg2raw,arg2span,arg2_uttid,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,incomplete,relstart,EN_conn_utt,NP_conn_utt,EN_arg1_utt,EN_arg2_utt,Arg1_RawText,Arg2_RawText,EN_conn_utt_span,EN_arg1_utt_span,EN_arg2_utt_span,Arg1_SpanList,Arg2_SpanList,NP_conn_utt_span,Relation,Conn1,Conn2,ConnHeadSemClass1,Conn2SemClass1,ConnHeadSemClass2,Conn2SemClass2,Arg1_RawText,Arg2_RawText,Arg1_FirstSpanStart,Arg2_FirstSpanStart,FullRawText
WAZL_08_Edewor-Lifestory_MG.txt,test,Implicit,,,,,,instead,so,Expansion.Substitution.Arg2-as-subst,Contingency.Cause.Result,,,,"And (so far so good), it's like anytime people see me on the Red Carpet, they'll want me to interview them because they know that this guy will want to speak Pidgin, not in English which we'll be struggling to speak.",5020..5236,WAZL_08_Edewor-Lifestory_MG__65,,,,We'll just be free.,5239..5258,WAZL_08_Edewor-Lifestory_MG__66,,,,,,,,,,,,,Null,5020,,,"And (so far so good), it's like anytime people see me on the Red Carpet, they'll want me to interview them because they know that this guy will want to speak Pidgin, not in English which we'll be struggling to speak.",We'll just be free.,"And (so far so good), e con be like sey anytime wey people see me for red carpet, de go wan come make I interview dem because de know sey dis guy, na, na Pidgin e wan talk, no be di English wey we go dey struggle to speak.",We go just dey free.,,5020..5236,5239..5258,4511..4733,4736..4756,,Implicit,instead,,Expansion.Substitution.Arg2-as-subst,,,,"And (so far so good), it's like anytime people see me on the Red Carpet, they'll want me to interview them because they know that this guy wants to speak Pidgin, not in English which we'll be struggling to speak.",We'll just be free.,4511,4736,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 444, dtype: object"
WAZL_08_Edewor-Lifestory_MG.txt,test,Implicit,,,,,,and,as a result,Expansion.Conjunction,Contingency.Cause.Result,,,,We'll just be free.,5239..5258,WAZL_08_Edewor-Lifestory_MG__66,,,,"We'll relate so well, you know.",5261..5292,WAZL_08_Edewor-Lifestory_MG__67,,,,,,,,,,,,,Null,5239,,,We'll just be free.,"We'll relate so well, you know.",We go just dey free.,We go dey relate you know.,,5239..5258,5261..5292,4736..4756,4759..4785,,Implicit,and,as a result,Expansion.Conjunction,Contingency.Cause.Result,,,We'll just be free.,"We'll relate so well, you know.",4736,4759,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 445, dtype: object"
WAZL_08_Edewor-Lifestory_MG.txt,test,Implicit,,,,,,and,0,Expansion.Conjunction,,,,,"So from here, the thing started to build up.",5295..5339,WAZL_08_Edewor-Lifestory_MG__68,,,,There was awareness.,5342..5362,WAZL_08_Edewor-Lifestory_MG__69,,,,,,,,,,,,,Null,5295,,,"So from here, the thing started to build up.",There was awareness.,"So from there, di thing con dey build up.",Di awareness con dey.,,5295..5339,5342..5362,4788..4829,4832..4853,,Implicit,and,,Expansion.Conjunction,,,,"So from there, the thing started to build up.",There was awareness.,4788,4832,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 446, dtype: object"
WAZL_08_Edewor-Lifestory_MG.txt,test,Implicit,,,,,,because,0,Contingency.Cause.Reason,,,,,There was awareness.,5342..5362,WAZL_08_Edewor-Lifestory_MG__69,,,,"Everywhere we go, they say, ""ah, it's wo-... Wazobia.""",5365..5419,WAZL_08_Edewor-Lifestory_MG__70,,,,,,,,,,,,,Null,5342,,,There was awareness.,"Everywhere we go, they say, ""ah, it's wo-... Wazobia.""",Di awareness con dey.,"Everywhere where we go, de say ah na wo-... Wazobia.",,5342..5362,5365..5419,4832..4853,4856..4908,,Implicit,because,,Contingency.Cause.Reason,,,,There was awareness.,"Everywhere we go, they say, ""ah, it's wo-... Wazobia.""",4832,4856,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 447, dtype: object"
WAZL_08_Edewor-Lifestory_MG.txt,test,Implicit,,,,,,and,0,Expansion.Conjunction,,,,,"Everywhere we go, they say, ""ah, it's wo-... Wazobia.""",5365..5419,WAZL_08_Edewor-Lifestory_MG__70,,,,You speak the best Pidgin.,5422..5448,WAZL_08_Edewor-Lifestory_MG__71,,,,,,,,,,,,,Null,5365,,,"Everywhere we go, they say, ""ah, it's wo-... Wazobia.""",You speak the best Pidgin.,"Everywhere where we go, de say ah na wo-... Wazobia.",Na una dey speak Pidgin pass.,,5365..5419,5422..5448,4856..4908,4911..4940,,Implicit,and,,Expansion.Conjunction,,,,"Everywhere we go, they say, ""ah, it's wo-... Wazobia.""",You speak the best Pidgin.,4856,4911,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 448, dtype: object"
WAZL_08_Edewor-Lifestory_MG.txt,test,Implicit,,,,,,and,0,Expansion.Conjunction,,,,,You speak the best Pidgin.,5422..5448,WAZL_08_Edewor-Lifestory_MG__71,,,,That‚Äôs your work.,5451..5468,WAZL_08_Edewor-Lifestory_MG__72,,,,,,,,,,,,,Null,5422,,,You speak the best Pidgin.,That‚Äôs your work.,Na una dey speak Pidgin pass.,Na una work be dat.,,5422..5448,5451..5468,4911..4940,4943..4962,,Implicit,and,because,Expansion.Conjunction,Contingency.Cause.Reason,,,You speak the best Pidgin.,: That’s your work.,4911,4943,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 449, dtype: object"
WAZL_08_Edewor-Lifestory_MG.txt,test,Implicit,,,,,,and,0,Expansion.Conjunction,,,,,"You know, so it started building up its own uh... level of acceptance, across... everywhere.",5471..5563,WAZL_08_Edewor-Lifestory_MG__73,,,,"There's no event we attend, even if the Pre-... President will be coming...",5566..5641,WAZL_08_Edewor-Lifestory_MG__74,,,,,,,,,,,,,Null,5471,,,"You know, so it started building up its own uh... level of acceptance, across... everywhere.","There's no event we attend, even if the Pre-... President will be coming...","You know so, di thing con dey build im own ehn level of acceptance, across, everywhere.",No event wey we go even if sey na pre-... president dey come.,,5471..5563,5566..5641,4965..5052,5055..5116,,Implicit,and,,Expansion.Conjunction,,,,"You know, so it started building up its own uh... level of acceptance, across... everywhere.",": There's no event we attend, even if the Pre-... President is coming...",4965,5055,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 450, dtype: object"
WAZL_08_Edewor-Lifestory_MG.txt,test,Implicit,,,,,,for example,0,Expansion.Instantiation.Arg2-as-instance,,,,,"There's no event we attend, even if the Pre-... President will be coming...",5566..5641,WAZL_08_Edewor-Lifestory_MG__74,,,,You know I... there was a day I... that I interviewed the Minister of Information.,5644..5726,WAZL_08_Edewor-Lifestory_MG__75,,,,,,,,,,,,,Null,5566,,,"There's no event we attend, even if the Pre-... President will be coming...",You know I... there was a day I... that I interviewed the Minister of Information.,No event wey we go even if sey na pre-... president dey come.,"You know I, dere was one day wey I, wey I eh interview di Informations Minister.",,5566..5641,5644..5726,5055..5116,5119..5199,,Implicit,for example,,Expansion.Instantiation.Arg2-as-instance,,,,": There's no event we attend, even if the Pre-... President is coming...",You know I... there was a day I... that I interviewed the Minister of Information.,5055,5119,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 451, dtype: object"
WAZL_08_Edewor-Lifestory_MG.txt,test,Implicit,,,,,,specifically,0,Expansion.Level-of-detail.Arg2-as-detail,,,,,You know I... there was a day I... that I interviewed the Minister of Information.,5644..5726,WAZL_08_Edewor-Lifestory_MG__75,,,,That's uh... Lai Muhammed.,5729..5755,WAZL_08_Edewor-Lifestory_MG__76,,,,,,,,,,,,,Null,5644,,,You know I... there was a day I... that I interviewed the Minister of Information.,That's uh... Lai Muhammed.,"You know I, dere was one day wey I, wey I eh interview di Informations Minister.",Dat na ehn Lai Muhammed.,,5644..5726,5729..5755,5119..5199,5202..5226,,Implicit,specifically,,Expansion.Level-of-detail.Arg2-as-detail,,,,You know I... there was a day I... that I interviewed the Minister of Information.,Those words are uh... Lai Muhammed.,5119,5202,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 452, dtype: object"
WAZL_08_Edewor-Lifestory_MG.txt,test,Implicit,,,,,,so,0,Narrative-response,,,,,"And he, he, he, he, he was asking me ""how far now? So, how will it go?""",5758..5829,WAZL_08_Edewor-Lifestory_MG__77,,,,"I, I said, ""No Sir, we speak Pidgin here.""",5832..5874,WAZL_08_Edewor-Lifestory_MG__78,,,,,,,,,,,,,Null,5758,,,"And he, he, he, he, he was asking me ""how far now? So, how will it go?""","I, I said, ""No Sir, we speak Pidgin here.""","And im, im, im, im, im dey follow me dey talk sey how far now, so how will it be?","I, I say no Sir na Pidgin we dey speak for here.",,5758..5829,5832..5874,5229..5310,5313..5361,,Implicit,so,,narrative-response,,,,"And he, he, he, he was asking me ""how far now?""","I... I said, ""No Sir, we speak Pidgin here.""",5229,5313,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 453, dtype: object"
WAZL_08_Edewor-Lifestory_MG.txt,test,EntRel,,,,,,0,0,,,,,,how far now,5796..5807,WAZL_08_Edewor-Lifestory_MG__77,,,,"So, how will it go",5809..5827,WAZL_08_Edewor-Lifestory_MG__77,,,,,,,,,,5809.0,DEFAULT,,Null,5796,,,"And he, he, he, he, he was asking me ""how far now? So, how will it go?""","And he, he, he, he, he was asking me ""how far now? So, how will it go?""","And im, im, im, im, im dey follow me dey talk sey how far now, so how will it be?","And im, im, im, im, im dey follow me dey talk sey how far now, so how will it be?",,5758..5829,5758..5829,5229..5310,5229..5310,,EntRel,,,,,,,"And he, he, he, he was asking me ""how far now?""","And he, he, he, he was asking me ""how far now?""",5229,5229,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 454, dtype: object"
WAZL_08_Edewor-Lifestory_MG.txt,test,Implicit,,,,,,so,0,Narrative-response,,,,,"I, I said, ""No Sir, we speak Pidgin here.""",5832..5874,WAZL_08_Edewor-Lifestory_MG__78,,,,"He said uh... ""ah, alright, let's do it now, we are Nigerians, this is our language.""",5877..5962,WAZL_08_Edewor-Lifestory_MG__79,,,,,,,,,,,,,Null,5832,,,"I, I said, ""No Sir, we speak Pidgin here.""","He said uh... ""ah, alright, let's do it now, we are Nigerians, this is our language.""","I, I say no Sir na Pidgin we dey speak for here.","E say eh ah oya make we do am now, na Nigerian we be, na our language.",,5832..5874,5877..5962,5313..5361,5364..5434,,Implicit,then,,narrative-response,,,,"I... I said, ""No Sir, we speak Pidgin here.""","He said, ""uh, ah, alright, let's do it now, we are Nigerians, this is our language.""",5313,5364,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 455, dtype: object"
WAZL_08_Edewor-Lifestory_MG.txt,test,Implicit,,,,,,so,0,Contingency.Cause+SpeechAct.Result+SpeechAct,,,,,"So they were wondering what I was telling him that, that was making him laugh so much... that was making the old man laugh so much.",6089..6220,WAZL_08_Edewor-Lifestory_MG__82,,,,What was I telling him?,6223..6246,WAZL_08_Edewor-Lifestory_MG__83,,,,,,,,,,,,,Null,6089,,,"So they were wondering what I was telling him that, that was making him laugh so much... that was making the old man laugh so much.",What was I telling him?,"De con dey wonder sey wetin I dey tell am wey, wey bros dey laugh like dis, wey papa dey laugh like dis?",Wetin I dey tell am?,,6089..6220,6223..6246,5565..5669,5672..5692,,Implicit,so,,Contingency.Cause+SpeechAct.Result+SpeechAct,,,,"They were wondering what I was telling him that, that was making him laugh so much... that was making the father laugh so much?",What do I say to him?,5565,5672,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 456, dtype: object"
WAZL_08_Edewor-Lifestory_MG.txt,test,Implicit,,,,,,so,0,Narrative-response,,,,,What was I telling him?,6223..6246,WAZL_08_Edewor-Lifestory_MG__83,,,,"I said ""ah!""",6249..6261,WAZL_08_Edewor-Lifestory_MG__84,,,,,,,,,,,,,Null,6223,,,What was I telling him?,"I said ""ah!""",Wetin I dey tell am?,I say ah!,,6223..6246,6249..6261,5672..5692,5695..5704,,Implicit,so,,narrative-response,,,,What do I say to him?,"I said ""ah!""",5672,5695,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 457, dtype: object"
WAZL_08_Edewor-Lifestory_MG.txt,test,Implicit,,,,,,then,0,Temporal.Asynchronous.Precedence,,,,,"Then I realized that, wow, this Pidgin brought us together.",6264..6323,WAZL_08_Edewor-Lifestory_MG__85,,,,We finished the interview.,6326..6352,WAZL_08_Edewor-Lifestory_MG__86,,,,,,,,,,,,,Null,6264,,,"Then I realized that, wow, this Pidgin brought us together.",We finished the interview.,I con realise sey omo na dis Pidgin na im make us connect like dat.,We finish di interview finish.,,6264..6323,6326..6352,5707..5774,5777..5807,,Implicit,then,,Temporal.Asynchronous.Precedence,,,,"I realized, ""okay, this Pidgin brought us together.""",: We finished the interview.,5707,5777,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 458, dtype: object"
WAZL_08_Edewor-Lifestory_MG.txt,test,Implicit,,,,,,then,0,Temporal.Asynchronous.Precedence,,,,,We finished the interview.,6326..6352,WAZL_08_Edewor-Lifestory_MG__86,,,,"He shook my hand and he said, ""well done, young man; this is good, this one is... this is Nigerian.""",6355..6455,WAZL_08_Edewor-Lifestory_MG__87,,,,,,,,,,,,,Null,6326,,,We finished the interview.,"He shook my hand and he said, ""well done, young man; this is good, this one is... this is Nigerian.""",We finish di interview finish.,"E shake my hand, e say well done young man, correct, dis one wey, dis na Nigerian.",,6326..6352,6355..6455,5777..5807,5810..5892,,Implicit,then,,Temporal.Asynchronous.Precedence,,,,: We finished the interview.,"He shook my hand and he said, ""well done, young man, this is... this is Nigerian.""",5777,5810,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 459, dtype: object"
WAZL_08_Edewor-Lifestory_MG.txt,test,Implicit,,,,,,so,0,Narrative-response,,,,,"He shook my hand and he said, ""well done, young man; this is good, this one is... this is Nigerian.""",6355..6455,WAZL_08_Edewor-Lifestory_MG__87,,,,"I said, ""yes sir, we‚Äôre doing our best, we‚Äôre doing our best.""",6458..6520,WAZL_08_Edewor-Lifestory_MG__88,,,,,,,,,,,,,Null,6355,,,"He shook my hand and he said, ""well done, young man; this is good, this one is... this is Nigerian.""","I said, ""yes sir, we‚Äôre doing our best, we‚Äôre doing our best.""","E shake my hand, e say well done young man, correct, dis one wey, dis na Nigerian.","I say yes Sir, we dey try, we dey try.",,6355..6455,6458..6520,5810..5892,5895..5933,,Implicit,and,,narrative-response,,,,"He shook my hand and he said, ""well done, young man, this is... this is Nigerian.""","I said, ""yes sir, we are doing our best, we are doing our best.""",5810,5895,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 460, dtype: object"
WAZL_08_Edewor-Lifestory_MG.txt,test,Implicit,,,,Null,Null,in sum,0,Expansion.Level-of-detail.Arg1-as-detail,,,,,"I said, ""yes sir, we‚Äôre doing our best, we‚Äôre doing our best.""",6458..6520,WAZL_08_Edewor-Lifestory_MG__88,Null,Null,Null,"So that‚Äôs the platform that uh... Wazobia has created for us, which made us realize that Pidgin English isn't just the language of the uneducated",6523..6668,WAZL_08_Edewor-Lifestory_MG__89,Null,Null,Null,,,,,,,6523.0,DEFAULT,,Null,6458,,,"I said, ""yes sir, we‚Äôre doing our best, we‚Äôre doing our best.""","So that‚Äôs the platform that uh... Wazobia has created for us, which made us realize that Pidgin English isn't just the language of the uneducated.","I say yes Sir, we dey try, we dey try.","So na di platform wey ehn Wazobia con create for us be dat, wey con let us know sey dis Pidgin English no be language wey be for people wey no s-... wey no sabi.",,6458..6520,6523..6669,5895..5933,5936..6097,,Implicit,in sum,,Expansion.Level-of-detail.Arg1-as-detail,,,,"I said, ""yes sir, we are doing our best, we are doing our best.""","So it's the platform that uh... Wazobia has created for us, which made us realize that Pidgin English isn't just the language of the unborn.",5895,5936,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 461, dtype: object"
WAZL_08_Edewor-Lifestory_MG.txt,test,Implicit,,,,,,and,0,Expansion.Conjunction,,,,,"So that‚Äôs the platform that uh... Wazobia has created for us, which made us realize that Pidgin English isn't just the language of the uneducated.",6523..6669,WAZL_08_Edewor-Lifestory_MG__89,,,,"It's not a language that, that people that are...",6672..6721,WAZL_08_Edewor-Lifestory_MG__90,,,,,,,,,,,,,arg2-incomplete,6523,,,"So that‚Äôs the platform that uh... Wazobia has created for us, which made us realize that Pidgin English isn't just the language of the uneducated.","It's not a language that, that people that are...","So na di platform wey ehn Wazobia con create for us be dat, wey con let us know sey dis Pidgin English no be language wey be for people wey no s-... wey no sabi.","No be for language wey, wey people wey be...",,6523..6669,6672..6721,5936..6097,6100..6144,,Implicit,and,,Expansion.Conjunction,,,,"So it's the platform that uh... Wazobia has created for us, which made us realize that Pidgin English isn't just the language of the unborn.","English : Not in a language that, that people that are...",5936,6100,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 462, dtype: object"
WAZL_08_Edewor-Lifestory_MG.txt,test,Implicit,,,,,,because,0,Contingency.Cause.Reason,,,,,"Because they say it's for the people on the streets, it's for uh... the riffraff.",6724..6805,WAZL_08_Edewor-Lifestory_MG__91,,,,They're the ones who speak Pidgin.,6808..6842,WAZL_08_Edewor-Lifestory_MG__92,,,,,,,,,,,,,Null,6724,,,"Because they say it's for the people on the streets, it's for uh... the riffraff.",They're the ones who speak Pidgin.,"Because de dey call am say na for people wey dey street, na for ehn low life people.",Na im dey speak di Pidgin.,,6724..6805,6808..6842,6147..6231,6234..6260,,Implicit,because,,Contingency.Cause.Reason,,,,"Because they say it's for the people on the streets, it's for uh... the riffraff.",: He's the one who speaks Pidgin.,6147,6234,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 463, dtype: object"
WAZL_08_Edewor-Lifestory_MG.txt,test,Implicit,,,,,,so,0,Contingency.Cause.Result,,,,,"But when I was there, I went into a mall and I saw a black guy.",7180..7243,WAZL_08_Edewor-Lifestory_MG__96,,,,"Me and the guy, we were just chatting in Pidgin because we want... we didn't want... we didn't, didn't want anybody else hear what we were saying.",7246..7392,WAZL_08_Edewor-Lifestory_MG__97,,,,,,,,,,,,,Null,7180,,,"But when I was there, I went into a mall and I saw a black guy.","Me and the guy, we were just chatting in Pidgin because we want... we didn't want... we didn't, didn't want anybody else hear what we were saying.","But as I con dey, I just enter one mall, naim I see one black man.","Me, and my guy, we just dey talk for Pidgin because we wan, we no wan, no make, make de hear wetin we talk.",,7180..7243,7246..7392,6559..6625,6628..6735,,Implicit,so,,Contingency.Cause.Result,,,,"But when I was there, I went into a mall and I saw a black guy.","My guy and I were just talking in Pidgin because we wanted... we didn't, didn't, didn't let them hear what we were saying.",6559,6628,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 464, dtype: object"
WAZL_08_Edewor-Lifestory_MG.txt,test,Implicit,,,,,,so,0,Contingency.Cause.Result,,,,,"Me and the guy, we were just chatting in Pidgin because we want... we didn't want... we didn't, didn't want anybody else hear what we were saying.",7246..7392,WAZL_08_Edewor-Lifestory_MG__97,,,,"We were just talking in Pidgin, so the man asked me, ""ah, man, how far? Are you a Nigerian?""",7395..7487,WAZL_08_Edewor-Lifestory_MG__98,,,,,,,,,,,,,Null,7246,,,"Me and the guy, we were just chatting in Pidgin because we want... we didn't want... we didn't, didn't want anybody else hear what we were saying.","We were just talking in Pidgin, so the man asked me, ""ah, man, how far? Are you a Nigerian?""","Me, and my guy, we just dey talk for Pidgin because we wan, we no wan, no make, make de hear wetin we talk.","We just dey talk for Pidgin, nain di man just tell me sey ah bros, how far, you be Nigerian?",,7246..7392,7395..7487,6628..6735,6738..6830,,Implicit,so,,Contingency.Cause.Result,,,,"My guy and I were just talking in Pidgin because we wanted... we didn't, didn't, didn't let them hear what we were saying.","We were just talking in Pidgin, so the man asked me, ""ah, man, how far? Are you a Nigerian?""",6628,6738,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 465, dtype: object"
WAZL_08_Edewor-Lifestory_MG.txt,test,Implicit,,,,,,and,0,Narrative-response,,,,,"We were just talking in Pidgin, so the man asked me, ""ah, man, how far? Are you a Nigerian?""",7395..7487,WAZL_08_Edewor-Lifestory_MG__98,,,,"I said, ""oh, you understand, right?""",7490..7526,WAZL_08_Edewor-Lifestory_MG__99,,,,,,,,,,,,,Null,7395,,,"We were just talking in Pidgin, so the man asked me, ""ah, man, how far? Are you a Nigerian?""","I said, ""oh, you understand, right?""","We just dey talk for Pidgin, nain di man just tell me sey ah bros, how far, you be Nigerian?",I say oh you understand abi?,,7395..7487,7490..7526,6738..6830,6833..6861,,Implicit,and,,narrative-response,,,,"We were just talking in Pidgin, so the man asked me, ""ah, man, how far? Are you a Nigerian?""","I said ""oh, you understand, right?""",6738,6833,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 466, dtype: object"
WAZL_08_Edewor-Lifestory_MG.txt,test,Implicit,,,,,,and,0,Narrative-response,,,,,"I said, ""oh, you understand, right?""",7490..7526,WAZL_08_Edewor-Lifestory_MG__99,,,,Yes.,7529..7533,WAZL_08_Edewor-Lifestory_MG__100,,,,,,,,,,,,,Null,7490,,,"I said, ""oh, you understand, right?""",Yes.,I say oh you understand abi?,Hehe.,,7490..7526,7529..7533,6833..6861,6864..6869,,Implicit,and,,narrative-response,,,,"I said ""oh, you understand, right?""",Hehe.,6833,6864,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 467, dtype: object"
WAZL_08_Edewor-Lifestory_MG.txt,test,Implicit,,,,,,so,0,Narrative-response,,,,,Yes.,7529..7533,WAZL_08_Edewor-Lifestory_MG__100,,,,"I said, ""good, good, yeah, I'm Nigerian.""",7536..7577,WAZL_08_Edewor-Lifestory_MG__101,,,,,,,,,,,,,Null,7529,,,Yes.,"I said, ""good, good, yeah, I'm Nigerian.""",Hehe.,"I say correct, correct, yea I be Nigerian o.",,7529..7533,7536..7577,6864..6869,6872..6916,,Implicit,so,,narrative-response,,,,Hehe.,"I said ""good, good, yeah, I'm Nigerian.""",6864,6872,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 468, dtype: object"
WAZL_08_Edewor-Lifestory_MG.txt,test,Implicit,,,,,,and,0,Narrative-response,,,,,"I said, ""good, good, yeah, I'm Nigerian.""",7536..7577,WAZL_08_Edewor-Lifestory_MG__101,,,,"He said he himself is Nigerian, but he's been here for almost twelve years.",7580..7655,WAZL_08_Edewor-Lifestory_MG__102,,,,,,,,,,,,,Null,7536,,,"I said, ""good, good, yeah, I'm Nigerian.""","He said he himself is Nigerian, but he's been here for almost twelve years.","I say correct, correct, yea I be Nigerian o.","E say im sef na Nigerian o, but e don dey here for like twelve years.",,7536..7577,7580..7655,6872..6916,6919..6988,,Implicit,and,,narrative-response,,,,"I said ""good, good, yeah, I'm Nigerian.""","He said he himself is Nigerian, but he's been here for almost twelve years.",6872,6919,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 469, dtype: object"
WAZL_08_Edewor-Lifestory_MG.txt,test,Implicit,,,,,,so,0,Narrative-response,,,,,"He said he himself is Nigerian, but he's been here for almost twelve years.",7580..7655,WAZL_08_Edewor-Lifestory_MG__102,,,,"I said, ""aha, hope you are... will you be coming back to Nigeria?""",7658..7724,WAZL_08_Edewor-Lifestory_MG__103,,,,,,,,,,,,,Null,7580,,,"He said he himself is Nigerian, but he's been here for almost twelve years.","I said, ""aha, hope you are... will you be coming back to Nigeria?""","E say im sef na Nigerian o, but e don dey here for like twelve years.","I say aha hope sey you dey, you dey come back Naija?",,7580..7655,7658..7724,6919..6988,6991..7043,,Implicit,so,,narrative-response,,,,"He said he himself is Nigerian, but he's been here for almost twelve years.","I said, ""aha, hope you are... are you coming back to Nigeria?""",6919,6991,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 470, dtype: object"
WAZL_08_Edewor-Lifestory_MG.txt,test,Implicit,,,,,,so,0,Narrative-response,,,,,"So I said... he said he comes back every year, but he is w-... uh... working in South Africa.",7727..7820,WAZL_08_Edewor-Lifestory_MG__104,,,,"I said ""ah, good, good!""",7823..7847,WAZL_08_Edewor-Lifestory_MG__105,,,,,,,,,,,,,Null,7727,,,"So I said... he said he comes back every year, but he is w-... uh... working in South Africa.","I said ""ah, good, good!""","So I say, e say im dey come back every year sha, but im dey w-... ehn work for South Africa.","I say ah correct, correct!",,7727..7820,7823..7847,7046..7138,7141..7167,,Implicit,so,,narrative-response,,,,"So I said... he said he comes back every year, but he is w-... uh... working in South Africa.","I said ""ah, good, good!""",7046,7141,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 471, dtype: object"
WAZL_08_Edewor-Lifestory_MG.txt,test,Implicit,,,,,,in other words,0,Expansion.Equivalence,,,,,"But I, I know that if, if, if given a little time now, it can get to the level where French uh... where English can be above it.",7922..8050,WAZL_08_Edewor-Lifestory_MG__107,,,,"You know, it will create its own...",8053..8088,WAZL_08_Edewor-Lifestory_MG__108,,,,,,,,,,,,,arg2-incomplete,7922,,,"But I, I know that if, if, if given a little time now, it can get to the level where French uh... where English can be above it.","You know, it will create its own...","I, I know sey dough if, if, if na small time now, e go fit reach level wey French, ehn wey English fit con top am.","You know, e go create im own...",,7922..8050,8053..8088,7256..7370,7373..7404,,Implicit,in other words,,Expansion.Equivalence,,,,"I, I know that if, if, if it's only a short time now, it can get to the level where French, uh... where English can be above it.","You know, it will create its own...",7256,7373,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 472, dtype: object"
